season,next,team,full,late,late_resid,early_next,late_h1,late_h2,in_season_change,matches_after_change,close_season_change
1415,1516,Arsenal,0.7284871209280787,1.0954930086753338,0.3670058877472552,1.114733652739669,0.5783092326817513,1.6126767846689163,False,,False
1415,1516,Aston Villa,-0.3360924938585598,-0.06393035858472516,0.27216213527383465,-0.002411674823425747,-0.372309626854018,0.24444890968456776,True,13.0,False
1415,1516,Chelsea,0.8331754876139491,0.1739986034639838,-0.6591768841499653,-0.24263741410920026,0.20102807700779532,0.14696912992017233,False,,False
1415,1516,Crystal Palace,-0.01801077475448035,0.008005192985641119,0.02601596774012147,-0.2247213691574114,0.3132788536595575,-0.29726846768827525,True,18.0,False
1415,1516,Everton,-0.0839596487999321,0.06060386682303789,0.14456351562296998,-0.07118532740539224,0.260961413229065,-0.1397536795829893,False,,False
1415,1516,Leicester,-0.19211885803086598,0.565140314895661,0.757259172926527,0.01866189384423217,0.7489165358399621,0.38136409395135984,False,,True
1415,1516,Liverpool,0.26523021840535727,0.22566885031431702,-0.039561368091040244,0.341801216708888,0.6129021308785826,-0.1615644302499486,False,,False
1415,1516,Man City,0.7546626926165215,1.1801267242264701,0.4254640316099486,1.4065465095236889,0.674563298559607,1.6856901498933328,False,,False
1415,1516,Man United,0.3192699591946062,-0.022028661964275293,-0.3412986211588815,0.14574046975810206,0.08088998162603434,-0.12494730555458493,False,,False
1415,1516,Newcastle,-0.19971633768055463,-0.14647072843320066,0.05324560924735397,-0.8518933106932892,-0.6535962481133607,0.3606547912469593,True,18.0,True
1415,1516,Southampton,0.35418590654775517,-0.02052543075707458,-0.37471133730482975,0.2727315462785587,0.5820815061492028,-0.623132367663352,False,,False
1415,1516,Stoke,0.01765419476523775,0.4390527654381356,0.4213985706728978,-0.7652191976286095,0.0011977689179890245,0.8769077619582824,False,,False
1415,1516,Sunderland,-0.32900809228066946,-0.1015268949704126,0.22748119731025684,-0.5913545654606452,-0.03219617121325546,-0.17085761872756974,True,9.0,False
1415,1516,Swansea,-0.3530297734423717,-0.5378835655172,-0.18485379207482827,0.25386490675587564,-0.3462185394084026,-0.7295485916259974,False,,False
1415,1516,Tottenham,-0.07444511457897215,-0.009734213592993776,0.06471090098597838,0.4305823383840415,0.5625334060741556,-0.5820018332601431,False,,False
1415,1516,West Bromwich Albion,-0.319156620128849,-0.970078070827873,-0.650921450699024,-0.5959747656037183,-0.8913594727156117,-1.0487966689401345,False,,False
1415,1516,West Ham,-0.19430670967420208,-0.578126103951674,-0.3838193942774719,-0.5844451606235669,-0.2530399065056264,-0.9032123013977215,False,,True
1516,1617,Arsenal,0.8915425140929474,0.8789958342486502,-0.012546679844297137,0.34642394388778835,0.6215721835069432,1.1364194849903573,False,,False
1516,1617,Bournemouth,-0.3148177769487381,-0.31637995844679667,-0.0015621814980585902,-1.0114614754189473,-0.1394754841683664,-0.493284432725227,False,,False
1516,1617,Chelsea,0.20831944480791878,-0.16382991732204452,-0.3721493621299633,0.5477004151082961,-1.0138109236935529,0.6861510890494636,True,22.0,True
1516,1617,Crystal Palace,-0.2564362983301478,-0.3594504102767852,-0.1030141119466374,0.030480995983896853,-0.1337457975210866,-0.5851550230324838,False,,False
1516,1617,Everton,-0.0001492484416423479,-0.934729479800552,-0.9345802313589097,0.5507184638297454,-0.8186718950627668,-1.0507870645383373,True,1.0,True
1516,1617,Leicester,0.37908597830846874,0.9650602666311334,0.5859742883226646,0.009115343592710231,1.7844916506244546,0.14562888263781232,False,,False
1516,1617,Liverpool,0.3967344180847861,0.4513034571733228,0.05456903908853672,0.9780097317826849,0.7663742766857352,0.13623263766091034,True,31.0,False
1516,1617,Man City,0.5361291289412422,0.24645053029511965,-0.28967859864612255,1.0245728240173537,0.4131524011734364,0.07974865941680294,False,,True
1516,1617,Man United,0.11472355006082892,0.2918943487563931,0.17717079869556418,0.708796766043647,-0.18860399930781346,0.7723926968205995,False,,True
1516,1617,Southampton,0.21891042270862035,0.82105730555749,0.6021468828488696,0.6333953878344452,0.7441998988998179,0.897914712215162,False,,True
1516,1617,Stoke,-0.26859972212488836,-0.9938406019381997,-0.7252408798133113,-0.6286762376708934,-0.5132398084813736,-1.4744413953950257,False,,False
1516,1617,Sunderland,-0.3328416965781931,-0.032947366949925276,0.29989432962826784,-0.4159325976685744,0.4105076848478193,-0.47640241874766986,True,30.0,True
1516,1617,Swansea,-0.3656483259814764,-0.4573379986723796,-0.09168967269090322,-0.7662316215125656,-0.5962214471440207,-0.31845455020073865,True,17.0,False
1516,1617,Tottenham,0.5511365923284838,0.8417100645387502,0.2905734722102664,0.8056702908588935,0.8914284387730964,0.7919916903044036,False,,False
1516,1617,Watford,-0.18038431835736185,-0.4817652754338413,-0.30138095707647944,-0.21287712522269928,-0.04818474058760828,-0.9153458102800741,False,,True
1516,1617,West Bromwich Albion,-0.26211852818413717,0.13961710839385752,0.4017356365779947,-0.06271293323692503,-0.06259239360914523,0.3418266103968602,False,,False
1516,1617,West Ham,0.04505744490692548,0.7844567301024764,0.7393992851955509,-0.46393730355958157,0.24656081145431372,1.3223526487506392,False,,False
1617,1718,Arsenal,0.41255840340284083,0.7470696110177856,0.33451120761494474,0.281526920265438,0.4181048391377644,1.0760343828978067,False,,False
1617,1718,Bournemouth,-0.3540638443470981,-0.30986182091217623,0.044202023434921855,-0.8476532179887529,-0.7512954404269395,0.13157179860258697,False,,False
1617,1718,Burnley,-0.42667636108742224,-0.34019583617293164,0.0864805249144906,-0.6059764999680329,-0.24969780065220104,-0.4306938716936623,False,,False
1617,1718,Chelsea,0.6648169816816574,1.1375559304785996,0.4727389487969422,0.3167798106375547,1.0937088683030924,1.1814029926541068,False,,False
1617,1718,Crystal Palace,-0.17795535634533813,-0.3813262536426169,-0.20337089729727878,-0.7391189363902416,0.2736863908572651,-1.036338898142499,True,21.0,True
1617,1718,Everton,0.09727319493826388,-0.6521719079780769,-0.7494451029163408,-0.20027578856151226,-0.07106304173742556,-1.2332807742187282,False,,False
1617,1718,Leicester,-0.18149886466830303,-0.03528192087705088,0.14621694379125216,-0.13712930647039082,-0.33276489166742157,0.26220104991331983,True,13.0,False
