season,team,res_gf_early,res_gf_rest,res_total_early,res_total_rest,d_total,d_gf,next,prior_season,prior_position,prior_points,late10_form,promoted,offseason_mgr,churn
0001,Arsenal,0.34928180380843177,0.03178547366725388,0.6708847032115495,-0.016109737291207543,0.686994440502757,0.3174963301411779,,,,,,True,,
0001,Aston Villa,0.08973737608231337,0.05097941330562733,-0.165164370027039,0.09051948738528574,-0.25568385741232474,0.03875796277668604,,,,,,True,,
0001,Bradford,-0.1463356141019783,0.07409469822852685,-0.7207332378021029,0.13496079081347379,-0.8556940286155766,-0.22043031233050514,,,,,,True,,
0001,Charlton,0.3761219915764847,-0.08004195700112027,0.8296738388613689,-0.16245825105394585,0.9921320899153148,0.45616394857760495,,,,,,True,,
0001,Chelsea,-0.63306661560746,0.09606151685904998,-0.1491071419040745,0.03378507131955799,-0.1828922132236325,-0.72912813246651,,,,,,True,,
0001,Coventry,0.01873511961956753,-0.07616695037681931,-0.12465735500900732,-0.07108330390998739,-0.05357405109901993,0.09490206999638684,,,,,,True,,
0001,Derby,1.0118554244014546,-0.19046069584565978,1.928589043080011,-0.38566411652543464,2.3142531596054456,1.2023161202471144,,,,,,True,,
0001,Everton,0.5237432779459529,-0.0751383231264861,0.6828542263217314,-0.11398339813013568,0.7968376244518671,0.5988816010724389,,,,,,True,,
0001,Ipswich,-0.11924060861061607,0.020722326017696857,0.21645905649465544,-0.03207985245876151,0.24853890895341696,-0.13996293462831294,,,,,,True,,
0001,Leeds,-0.7273122150586949,0.1061911170282853,-0.7250903767930051,0.1274476624185507,-0.8525380392115558,-0.8335033320869802,,,,,,True,,
0001,Leicester,0.008901310478718191,0.019891025043909497,-1.1063966910221783,0.21049619826645782,-1.3168928892886362,-0.010989714565191306,,,,,,True,,
0001,Liverpool,-0.18320937129969417,0.012973366748305556,0.39763427759681136,-0.0680361653491802,0.4656704429459916,-0.19618273804799974,,,,,,True,,
0001,Man City,0.5630620376238208,-0.153404164664601,0.8500272535296806,-0.2203085246515984,1.070335778181279,0.7164662022884218,,,,,,True,,
0001,Man United,0.6953740863647666,-0.11664197910915616,0.6173353476155039,-0.07350882871482561,0.6908441763303295,0.8120160654739228,,,,,,True,,
0001,Middlesbrough,0.3026463755103996,-0.11931288358623354,0.9227799907971391,-0.24081673387916472,1.163596724676304,0.4219592590966331,,,,,,True,,
0001,Newcastle,-0.017721630195692523,-0.002780393344321931,-0.3866301134919701,0.05793406801248459,-0.44456418150445465,-0.014941236851370592,,,,,,True,,
0001,Southampton,0.3730131477130189,-0.0814605631341945,0.7040936278776485,-0.15788536740613762,0.8619789952837862,0.45447371084721344,,,,,,True,,
0001,Sunderland,-0.17034144866451406,0.013408120517743614,0.3160517692747474,-0.0820629878380985,0.3981147571128459,-0.18374956918225768,,,,,,True,,
0001,Tottenham,0.07886273061252114,-0.007162704066157835,-0.12277548018996616,0.02645658229601691,-0.14923206248598309,0.08602543467867897,,,,,,True,,
0001,West Ham,-0.04255523750641591,-0.015916345956924,0.1063141978396928,-0.049682152308231475,0.1559963501479243,-0.02663889154949191,,,,,,True,,
0102,Arsenal,0.2631693392176142,-0.11285915809134349,0.26404575115611695,-0.0792237823472198,0.3432695335033368,0.3760284973089577,0102,0001,2.0,70.0,0.21026989206890068,False,,
0102,Aston Villa,0.28434938918608604,-0.14108723864513822,-0.5921910232741557,0.019202783517734953,-0.6113938067918907,0.42543662783122427,0102,0001,8.0,54.0,0.17226789983184207,False,,
0102,Blackburn,-0.5206873518885425,0.02716141755266726,-0.39764987890161513,0.014197986468886648,-0.4118478653705018,-0.5478487694412097,,,,,,True,,
0102,Bolton,0.39736023287119315,-0.08306310506462083,-0.6607568044526477,0.10220284031101559,-0.7629596447636633,0.480423337935814,,,,,,True,,
0102,Charlton,0.09956563378067218,0.0031938001254624288,0.31834130594640375,-0.06040675882484022,0.37874806477124395,0.09637183365520975,0102,0001,9.0,52.0,0.006583469335328862,False,,
0102,Chelsea,0.052777202346588004,0.001835327100488858,0.16797290133820644,-0.002879147995406367,0.1708520493336128,0.050941875246099146,0102,0001,6.0,61.0,-0.02053684481814482,False,,
0102,Derby,-0.04476669915813963,0.07456435329504134,0.17640641971899332,-0.008256209265372655,0.18466262898436597,-0.11933105245318097,0102,0001,14.0,42.0,-0.04933436248240537,False,,
0102,Everton,0.08381557940984896,-0.012026332659934386,0.07529236596708107,-0.021797700713758125,0.0970900666808392,0.09584191206978335,0102,0001,15.0,42.0,0.30281558002391445,False,,
0102,Fulham,0.018873358423794784,-0.025088328942780853,0.04363377943134098,-0.051166020162181074,0.09479979959352205,0.04396168736657564,,,,,,True,,
0102,Ipswich,-0.288270826435188,0.1164435606960641,-0.32559394838088496,0.09883876977600003,-0.424432718156885,-0.4047143871312521,0102,0001,5.0,66.0,-0.007773258777304948,False,,
