season,next,team,full,new_mgr,early_3,early_6,early_12,resid_3,resid_6,resid_12
1415,1516,Arsenal,0.7284871209280787,False,0.7059372702903207,1.114733652739669,1.3761458827958444,0.13963057424544478,0.4700769983284615,0.7782706048032481
1415,1516,Aston Villa,-0.3360924938585598,False,-0.2925152607040127,-0.002411674823425747,-0.31584016119389996,0.005159142648295256,0.32296916989179525,-0.01904353717511048
1415,1516,Chelsea,0.8331754876139491,False,-0.44331168629079243,-0.24263741410920026,-0.0897854057577605,-1.0945803418613367,-0.9826853760347313,-0.7756407078278277
1415,1516,Crystal Palace,-0.01801077475448035,False,0.10462083359153934,-0.2247213691574114,-0.2890924817789244,0.14414959001187294,-0.18917436216732453,-0.25961149359722824
1415,1516,Everton,-0.0839596487999321,False,-0.17993764147662938,-0.07118532740539224,-0.06912430313616674,-0.08688674363034395,0.02445383235626089,0.01578006884719918
1415,1516,Leicester,-0.19211885803086598,True,0.16772632480451308,0.01866189384423217,0.22738393361800338,0.3485560145826738,0.21285496857155448,0.40318522312508215
1415,1516,Liverpool,0.26523021840535727,False,0.3171813832392022,0.341801216708888,0.29124869610134896,0.1268401879287466,0.11926101177173862,0.08269416814300196
1415,1516,Man City,0.7546626926165215,False,1.2168135794020218,1.4065465095236889,1.2526300703258453,0.6292635691976284,0.7380388572667725,0.6327568617102508
1415,1516,Man United,0.3192699591946062,False,0.34968559405731386,0.14574046975810206,0.16131782860103702,0.11548735507465574,-0.12604036902224708,-0.09265165658980354
1415,1516,Newcastle,-0.19971633768055463,True,-0.6903023040523859,-0.8518933106932892,-0.6344283257254096,-0.5033067261347071,-0.6507774656473515,-0.4522421200746547
1415,1516,Southampton,0.35418590654775517,False,-0.32494053342922763,0.2727315462785587,0.33242340029411444,-0.5874755150675431,-0.0308644595213719,0.04911057939114688
1415,1516,Stoke,0.01765419476523775,False,-0.5969580092020056,-0.7652191976286095,-0.28118394415022785,-0.586373879512843,-0.762169861417482,-0.28167576934217436
1415,1516,Sunderland,-0.32900809228066946,False,-0.7912226243258141,-0.5913545654606452,-0.7311031406048051,-0.4992977102355785,-0.2724289779135801,-0.4402602423067302
1415,1516,Swansea,-0.3530297734423717,False,1.1722437391273608,0.25386490675587564,-0.14596023398915361,1.4836639339943334,0.5946788821653931,0.16507046696448732
1415,1516,Tottenham,-0.07444511457897215,False,0.22350189170758772,0.4305823383840415,0.42526852779235363,0.308831077037215,0.5175519211099718,0.502176892422221
1415,1516,West Bromwich Albion,-0.319156620128849,False,-0.8498919108034227,-0.5959747656037183,-0.4114642287970385,-0.5659621580164744,-0.2860257705783697,-0.1289005002343787
1415,1516,West Ham,-0.19430670967420208,True,-0.9997761951182378,-0.5844451606235669,-0.10066246551041828,-0.8171709101268376,-0.38825853078107664,0.07697749286075904
1516,1617,Arsenal,0.8915425140929474,False,-0.2877334721867252,0.34642394388778835,0.4974764272357514,-0.9863710675767456,-0.44680764433560377,-0.23743047968322134
1516,1617,Bournemouth,-0.3148177769487381,False,-0.965125936067469,-1.0114614754189473,-0.20880983456627944,-0.684717459142651,-0.7054660039526424,0.07010753347382143
1516,1617,Chelsea,0.20831944480791878,True,0.9831177127683653,0.5477004151082961,0.9380480716187102,0.8389636058234086,0.37701690902863316,0.7773213146904935
1516,1617,Crystal Palace,-0.2564362983301478,False,-0.17878254135095217,0.030480995983896853,-0.2587767331112239,0.054245266828454985,0.28327967246382546,-0.02892311548719645
1516,1617,Everton,-0.0001492484416423479,True,0.22888051997717096,0.5507184638297454,0.2667194444518864,0.2539133937727275,0.5699901729704001,0.2811896194476322
1516,1617,Leicester,0.37908597830846874,False,0.6041885811013449,0.009115343592710231,-0.2621589599789658,0.3214454430451538,-0.31716943343986526,-0.5663977823316628
1516,1617,Liverpool,0.3967344180847861,False,0.6824713159594746,0.9780097317826849,0.9376671643937473,0.38540522996327103,0.6356438198623882,0.6185966066190116
1516,1617,Man City,0.5361291289412422,True,0.8253793368814377,1.0245728240173537,0.9611922642502688,0.41518465640237734,0.5551914265171001,0.5249744970418193
1516,1617,Man United,0.11472355006082892,True,0.957405172299692,0.708796766043647,0.5672971544964764,0.889210705121894,0.6233971846304955,0.4852283166292206
1516,1617,Southampton,0.21891042270862035,True,0.20033312221561858,0.6333953878344452,0.41389066797233287,0.04758369313294328,0.45306145676692544,0.24426326123740322
1516,1617,Stoke,-0.26859972212488836,False,-0.9488776179807082,-0.6286762376708934,-0.21332548323770004,-0.7059783374223001,-0.36479433450243787,0.026750266531504807
1516,1617,Sunderland,-0.3328416965781931,True,0.14197001667064277,-0.4159325976685744,-0.6586162711032685,0.43700616979798135,-0.09351385669854478,-0.3645516146569203
