player,pos,team,cost,own,gw,mean,solio,blended,src,sd,defcon_ev,cs_ev,p5,median,p95,opponent,is_home,lam_for,lam_against,opp_att_strength,opp_def_strength,opp_att_rank,opp_def_rank,own_att_strength,own_def_strength,attack_ease,clean_sheet_prob,player_code,cold_start,minutes_prior,p_start_prior,npxgi_rate90,xa_rate90,defcon_rate90,pen_xg90,exp_minutes_src,npxgi_alpha,npxgi_beta,xa_alpha,xa_beta,defcon_alpha,defcon_beta,start_a,start_b,sub_app_rate,exp_minutes,pen_order,fk_order,corner_order
Dowman,MID,Arsenal,5.5,0.2,3,1.809,,1.809,model,3.289,0.105,0.191,0.0,0.0,8.358,Chelsea,1,1.9077319596523092,0.8820448511674764,0.11976511913229088,-0.02705992349099506,5,13,0.2714723575117312,0.5445571299369384,1.3239318133324374,0.4139356089596039,616077,True,0.0,0.44123633268750656,0.22393763537834674,0.10479031054794619,8.189865176177413,0.0,positional fallback,0.3359064530675201,1.5,0.15718546582191928,1.5,12.28479776426612,1.5,2.6474179961250393,3.3525820038749603,0.0,83.1,,,
Kamada,MID,Crystal Palace,5.0,0.3,3,1.803,,1.803,model,2.166,0.039,0.148,0.0,1.0,6.627,Fulham,0,1.122772550287812,1.2855875910958963,-0.09520514737496588,-0.0035171594464234145,14,9,-0.18395913903091154,0.0026400553296110373,0.7791840415219251,0.2764880739616501,209400,False,2676.0,0.5985915492957746,0.21805387588185893,0.1358940214585666,7.172452407614783,0.0,player history,5.192589631000001,23.813333333333333,3.2360896309999996,23.813333333333333,170.8,23.813333333333333,21.25,14.25,0.3888888888888889,83.3183734939759,,,3.0
Amass,DEF,Man United,4.0,0.2,3,1.797,,1.797,model,3.025,0.309,0.593,0.0,0.0,8.358,Everton,0,1.6877261009850644,1.2340141852439965,-0.10152256896394296,0.008443134987026318,15,7,0.2414384945073154,0.03815348189021553,1.1712516876285253,0.291121612935683,577974,True,0.0,0.44460107984691916,0.07801611962658755,0.039193853450065874,8.421520428158146,0.0,positional fallback,0.11702417943988133,1.5,0.05879078017509881,1.5,12.63228064223722,1.5,2.667606479081515,3.3323935209184854,0.0,87.5,,,
Svoboda,DEF,Brighton,5.0,0.1,3,1.797,,1.797,model,3.159,0.23,0.574,0.0,0.0,8.358,Leeds,1,1.5519038609251665,1.1707158542053697,-0.0462122466265176,-0.08963999810273936,11,16,0.002114258889398704,0.0903677300833893,1.076993485545384,0.3101448432897418,454490,True,0.0,0.42729867422814327,0.10929484697170254,0.05490770670932502,8.421520428158146,0.0,positional fallback,0.1639422704575538,1.5,0.08236156006398754,1.5,12.63228064223722,1.5,2.5637920453688596,3.4362079546311404,0.0,87.5,,,
Colwill,DEF,Chelsea,5.0,1.7,3,1.796,,1.796,model,2.255,0.0,0.584,0.0,1.0,6.358,Arsenal,0,0.8820448511674764,1.9077319596523092,0.2714723575117312,0.5445571299369384,2,1,0.11976511913229088,-0.02705992349099506,0.6121233296628981,0.1484166200383377,460028,False,1799.5,0.8528610354223434,0.08814268783054946,0.03842543224920733,1.3414833458634325,0.0,player history,1.498082916,16.996111111111112,0.653082916,16.996111111111112,22.799999999999997,16.996111111111112,15.649999999999999,2.699999999999999,0.04878048780487805,89.41468253968253,,,
N.Jackson,FWD,Chelsea,6.5,0.4,3,1.79,,1.79,model,2.69,0.0,0.0,0.0,1.0,7.353,Arsenal,0,0.8820448511674764,1.9077319596523092,0.2714723575117312,0.5445571299369384,2,1,0.11976511913229088,-0.02705992349099506,0.6121233296628981,0.1484166200383377,517052,False,1119.0,0.7655172413793103,0.5341213329535744,0.08245514098547423,1.2047849615494162,0.0,player history,6.2509999999999994,11.703333333333333,0.965,11.703333333333333,14.100000000000001,11.703333333333333,11.1,3.4000000000000004,0.13333333333333333,80.18983957219251,,,
Bindon,DEF,Nott'm Forest,4.0,0.2,3,1.788,,1.788,model,2.98,0.278,0.591,0.0,0.0,7.358,Tottenham,1,1.4395648243147896,1.2589736267193785,-0.08276055477367329,-0.09297374902858409,13,17,-0.07796460427186737,-0.016886877012869297,0.9990322060820459,0.28394531087118746,538638,True,0.0,0.44460107984691916,0.07801611962658755,0.039193853450065874,8.421520428158146,0.0,positional fallback,0.11702417943988133,1.5,0.05879078017509881,1.5,12.63228064223722,1.5,2.667606479081515,3.3323935209184854,0.0,87.5,,,
Kipré,DEF,Ipswich,4.0,0.5,3,1.786,,1.786,model,2.628,0.635,0.347,0.0,0.0,7.358,Liverpool,1,1.1039250781607162,2.0917385187258892,0.1540094947008591,-0.01817713701313463,4,11,-0.2756852033521451,-0.2873076154141813,0.7661042334159129,0.12347229022633952,183015,True,0.0,0.5226601442182978,0.07801611962658755,0.039193853450065874,8.421520428158146,0.0,positional fallback,0.11702417943988133,1.5,0.05879078017509881,1.5,12.63228064223722,1.5,3.1359608653097863,2.8640391346902137,0.0,87.5,,,
O.Richards,DEF,Nott'm Forest,4.0,0.2,3,1.78,,1.78,model,2.935,0.247,0.587,0.0,0.0,7.358,Tottenham,1,1.4395648243147896,1.2589736267193785,-0.08276055477367329,-0.09297374902858409,13,17,-0.07796460427186737,-0.016886877012869297,0.9990322060820459,0.28394531087118746,204822,True,0.0,0.44460107984691916,0.07801611962658755,0.039193853450065874,8.421520428158146,0.0,positional fallback,0.11702417943988133,1.5,0.05879078017509881,1.5,12.63228064223722,1.5,2.667606479081515,3.3323935209184854,0.0,87.5,,,
Janelt,MID,Brentford,5.0,0.1,3,1.778,,1.778,model,2.181,0.027,0.172,0.0,1.0,6.627,Sunderland,1,1.4424725881194753,1.124916040469881,-0.20262032259882085,0.04642591236869285,17,4,0.06619017754922284,-0.025658339285556685,1.0010501420856874,0.32467972617126367,204580,False,2567.0,0.6334310850439883,0.17978252200396733,0.12141249926459917,6.675214088731918,0.0,player history,4.128805497,22.965555555555554,2.788305497,22.965555555555554,153.3,22.965555555555554,21.599999999999998,12.499999999999998,0.3023255813953488,82.15637982195845,,,2.0
Bobb,MID,Fulham,5.5,0.4,3,1.759,,1.759,model,2.418,0.023,0.115,0.0,1.0,7.358,Crystal Palace,1,1.2855875910958963,1.122772550287812,-0.18395913903091154,0.0026400553296110373,16,8,-0.09520514737496588,-0.0035171594464234145,0.8921747638947513,0.32537642038848613,477555,False,1037.0,0.425531914893617,0.30077057336077917,0.16919109750979014,7.085048699668643,0.0,player history,3.328193489,11.065555555555555,1.8721934889999998,11.065555555555555,78.4,11.065555555555555,9.0,12.15,0.5918367346938775,76.92165605095542,,,3.0
Gallagher,MID,Tottenham,5.5,0.3,3,1.757,,1.757,model,2.284,0.143,0.122,0.0,2.0,7.358,Nott'm Forest,0,1.2589736267193785,1.4395648243147896,-0.07796460427186737,-0.016886877012869297,12,10,-0.08276055477367329,-0.09297374902858409,0.8737051492622062,0.23703088631954425,232787,False,1183.0,0.7302631578947368,0.1711487034240962,0.07533775724433112,9.179491849558328,0.0,player history,2.088204347,12.20111111111111,0.919204347,12.20111111111111,112.0,12.20111111111111,11.1,4.1,0.1875,82.70962566844919,,,
Wilson,FWD,Brentford,5.5,0.4,3,1.757,,1.757,model,2.396,0.0,0.0,0.0,1.0,7.353,Sunderland,1,1.4424725881194753,1.124916040469881,-0.20262032259882085,0.04642591236869285,17,4,0.06619017754922284,-0.025658339285556685,1.0010501420856874,0.32467972617126367,75115,False,1412.5,0.24340175953079185,0.5119862308480636,0.051207680699106264,3.060178748758689,0.0,player history,7.160696312,13.98611111111111,0.7161963120000001,13.98611111111111,42.8,13.98611111111111,8.3,25.799999999999997,0.7441860465116279,76.9421768707483,,,
Carvalho,MID,Brentford,5.0,0.0,3,1.751,,1.751,model,2.473,0.001,0.041,0.0,1.0,7.358,Sunderland,1,1.4424725881194753,1.124916040469881,-0.20262032259882085,0.04642591236869285,17,4,0.06619017754922284,-0.025658339285556685,1.0010501420856874,0.32467972617126367,244858,False,323.0,0.25252525252525254,0.4321875644628098,0.10899667552912719,5.587583148558759,0.0,player history,2.3823138969999995,5.512222222222222,0.600813897,5.512222222222222,30.800000000000004,5.512222222222222,3.75,11.099999999999998,0.8387096774193549,83.67926829268292,3.0,,
O'Nien,DEF,Sunderland,4.0,2.7,3,1.748,,1.748,model,2.391,0.157,0.523,0.0,1.0,6.358,Brentford,0,1.124916040469881,1.4424725881194753,0.06619017754922284,-0.025658339285556685,7,12,-0.20262032259882085,0.04642591236869285,0.7806715853192854,0.2363426575759463,167512,False,565.0,0.35838150289017345,0.07264034817430504,0.0340978988880541,7.1540195341848225,0.0,player history,0.5371350189999999,7.394444444444444,0.252135019,7.394444444444444,52.89999999999999,7.394444444444444,6.199999999999999,11.099999999999998,0.3157894736842105,86.81623931623932,,,
G.Jesus,FWD,Arsenal,6.0,0.4,3,1.745,,1.745,model,2.832,0.0,0.0,0.0,1.0,7.353,Chelsea,1,1.9077319596523092,0.8820448511674764,0.11976511913229088,-0.02705992349099506,5,13,0.2714723575117312,0.5445571299369384,1.3239318133324374,0.4139356089596039,205651,False,719.5,0.1893491124260355,0.536001197104634,0.07986470127318557,4.083241775996899,0.0,player history,4.607525846000001,8.59611111111111,0.6865258460000001,8.59611111111111,35.1,8.59611111111111,4.8,20.55,0.6065573770491803,80.62371134020617,,,
Wright,FWD,Coventry,5.5,1.7,3,1.744,,1.744,model,2.742,0.007,0.0,0.0,2.0,7.353,Man City,0,0.7838649465482929,2.6131591405037704,0.34937094255506673,0.2997093233993791,1,2,-0.24714999866925966,-0.2569973557142033,0.5439882342174291,0.073302604364902,176412,True,0.0,0.5162105593496193,0.3701570008907115,0.05232537001432188,4.432345205189561,0.1,positional fallback,0.5552355013360672,1.5,0.07848805502148282,1.5,6.648517807784342,1.5,3.097263356097716,2.902736643902284,0.0,81.5,1.0,,
Gusto,DEF,Chelsea,5.0,1.1,3,1.737,,1.737,model,2.374,0.033,0.45,0.0,1.0,6.358,Arsenal,0,0.8820448511674764,1.9077319596523092,0.2714723575117312,0.5445571299369384,2,1,0.11976511913229088,-0.02705992349099506,0.6121233296628981,0.1484166200383377,482609,False,3184.0,0.6256410256410256,0.17232819239635025,0.1052099756523131,4.754282055386586,0.0,player history,4.7845965239999995,27.764444444444443,2.9210965239999998,27.764444444444443,132.0,27.764444444444443,24.4,14.6,0.36,85.04641909814325,,,
Scarlett,FWD,Tottenham,4.5,1.7,3,1.736,,1.736,model,3.0,0.011,0.0,0.0,2.0,7.353,Nott'm Forest,0,1.2589736267193785,1.4395648243147896,-0.07796460427186737,-0.016886877012869297,12,10,-0.08276055477367329,-0.09297374902858409,0.8737051492622062,0.23703088631954425,490145,True,0.0,0.5002638467890168,0.34296177814343637,0.04848105506296637,4.432345205189561,0.0,positional fallback,0.5144426672151545,1.5,0.07272158259444955,1.5,6.648517807784342,1.5,3.001583080734101,2.998416919265899,0.0,81.5,,,
Fredricson,DEF,Man United,4.0,0.1,3,1.736,,1.736,model,3.343,0.294,0.529,0.0,0.0,8.358,Everton,0,1.6877261009850644,1.2340141852439965,-0.10152256896394296,0.008443134987026318,15,7,0.2414384945073154,0.03815348189021553,1.1712516876285253,0.291121612935683,547676,True,0.0,0.40534803186529067,0.07801611962658755,0.039193853450065874,8.421520428158146,0.0,positional fallback,0.11702417943988133,1.5,0.05879078017509881,1.5,12.63228064223722,1.5,2.432088191191744,3.567911808808256,0.0,87.5,,,
Coppola,DEF,Brighton,4.5,0.0,3,1.73,,1.73,model,3.176,0.282,0.558,0.0,0.0,8.358,Leeds,1,1.5519038609251665,1.1707158542053697,-0.0462122466265176,-0.08963999810273936,11,16,0.002114258889398704,0.0903677300833893,1.076993485545384,0.3101448432897418,550090,True,0.0,0.3862747784253992,0.09257432739252648,0.046507627377875595,8.421520428158146,0.0,positional fallback,0.13886149108878973,1.5,0.0697614410668134,1.5,12.63228064223722,1.5,2.317648670552395,3.6823513294476045,0.0,87.5,,,
Morato,DEF,Nott'm Forest,5.0,0.1,3,1.729,,1.729,model,2.493,0.16,0.497,0.0,1.0,7.358,Tottenham,1,1.4395648243147896,1.2589736267193785,-0.08276055477367329,-0.09297374902858409,13,17,-0.07796460427186737,-0.016886877012869297,0.9990322060820459,0.28394531087118746,485047,False,1786.5,0.4440894568690096,0.08540432311334716,0.01633063267238828,8.227286179343,0.0,player history,1.4429060390000001,16.895,0.275906039,16.895,139.0,16.895,13.899999999999999,17.4,0.4358974358974359,87.94052863436123,,,
Tomiyasu,DEF,Crystal Palace,4.5,0.1,3,1.725,,1.725,model,3.063,0.265,0.578,0.0,0.0,8.358,Fulham,0,1.122772550287812,1.2855875910958963,-0.09520514737496588,-0.0035171594464234145,14,9,-0.18395913903091154,0.0026400553296110373,0.7791840415219251,0.2764880739616501,223723,True,0.0,0.41563993888011,0.09257432739252648,0.046507627377875595,8.421520428158146,0.0,positional fallback,0.13886149108878973,1.5,0.0697614410668134,1.5,12.63228064223722,1.5,2.4938396332806603,3.50616036671934,0.0,87.5,,,
Howell,MID,Brighton,4.5,0.3,3,1.717,,1.717,model,3.012,0.125,0.149,0.0,0.0,8.358,Leeds,1,1.5519038609251665,1.1707158542053697,-0.0462122466265176,-0.08963999810273936,11,16,0.002114258889398704,0.0903677300833893,1.076993485545384,0.3101448432897418,597320,True,0.0,0.4718983811850829,0.17809873519035638,0.08334026452169312,8.189865176177413,0.0,positional fallback,0.2671481027855346,1.5,0.12501039678253967,1.5,12.28479776426612,1.5,2.8313902871104975,3.168609712889502,0.0,83.1,,,
J.Ramsey,MID,Newcastle,5.0,0.4,3,1.714,,1.714,model,2.262,0.015,0.095,0.0,1.0,7.358,Bournemouth,1,1.5444002069268572,1.5864379694796789,0.10826347076159326,-0.05559135062668036,6,14,0.030854803261021555,-0.06096728233925829,1.0717860840578022,0.2046532962348775,232653,False,2255.0,0.49492017416545714,0.1929983455991344,0.10489718249391397,6.305112253178253,0.0,player history,3.963971575999999,20.538888888888888,2.1544715759999997,20.538888888888888,129.5,20.538888888888888,17.049999999999997,17.4,0.4827586206896552,80.06139705882353,,,
Phillips,DEF,Tottenham,4.5,0.1,3,1.714,,1.714,model,2.887,0.383,0.501,0.0,0.0,7.896,Nott'm Forest,0,1.2589736267193785,1.4395648243147896,-0.07796460427186737,-0.016886877012869297,12,10,-0.08276055477367329,-0.09297374902858409,0.8737051492622062,0.23703088631954425,548308,True,0.0,0.41563993888011,0.09257432739252648,0.046507627377875595,8.421520428158146,0.0,positional fallback,0.13886149108878973,1.5,0.0697614410668134,1.5,12.63228064223722,1.5,2.4938396332806603,3.50616036671934,0.0,87.5,,,
P.M.Sarr,MID,Tottenham,5.0,0.4,3,1.712,,1.712,model,2.198,0.031,0.098,0.0,1.0,7.358,Nott'm Forest,0,1.2589736267193785,1.4395648243147896,-0.07796460427186737,-0.016886877012869297,12,10,-0.08276055477367329,-0.09297374902858409,0.8737051492622062,0.23703088631954425,482442,False,2344.5,0.4507042253521127,0.20454877635978333,0.06741668311749469,7.219213562514717,0.0,player history,4.343593265999999,21.235,1.4315932659999997,21.235,153.3,21.235,16.0,19.499999999999996,0.5333333333333333,85.3568093385214,,,
Lukić,MID,Ipswich,5.0,0.1,3,1.712,,1.712,model,2.082,0.017,0.076,0.0,2.0,5.627,Liverpool,1,1.1039250781607162,2.0917385187258892,0.1540094947008591,-0.01817713701313463,4,11,-0.2756852033521451,-0.2873076154141813,0.7661042334159129,0.12347229022633952,212314,False,2907.5,0.68475073313783,0.18133819121136535,0.08759998494306474,5.985034161153889,0.0,player history,4.6447762809999995,25.613888888888887,2.2437762809999997,25.613888888888887,153.3,25.613888888888887,23.349999999999998,10.749999999999996,0.2441860465116279,85.35,,,
Fletcher,MID,Man United,4.5,0.3,3,1.711,,1.711,model,2.78,0.115,0.138,0.0,0.0,8.358,Everton,0,1.6877261009850644,1.2340141852439965,-0.10152256896394296,0.008443134987026318,15,7,0.2414384945073154,0.03815348189021553,1.1712516876285253,0.291121612935683,519913,True,0.0,0.4718983811850829,0.17809873519035638,0.08334026452169312,8.189865176177413,0.0,positional fallback,0.2671481027855346,1.5,0.12501039678253967,1.5,12.28479776426612,1.5,2.8313902871104975,3.168609712889502,0.0,83.1,,,
Neave,FWD,Newcastle,4.5,0.7,3,1.711,,1.711,model,3.282,0.013,0.0,0.0,0.0,7.353,Bournemouth,1,1.5444002069268572,1.5864379694796789,0.10826347076159326,-0.05559135062668036,6,14,0.030854803261021555,-0.06096728233925829,1.0717860840578022,0.2046532962348775,599303,True,0.0,0.4280838862142497,0.34296177814343637,0.04848105506296637,4.432345205189561,0.0,positional fallback,0.5144426672151545,1.5,0.07272158259444955,1.5,6.648517807784342,1.5,2.568503317285498,3.4314966827145015,0.0,81.5,,,
McAteer,MID,Ipswich,4.5,1.5,3,1.707,,1.707,model,2.012,0.001,0.075,0.0,2.0,5.627,Liverpool,1,1.1039250781607162,2.0917385187258892,0.1540094947008591,-0.01817713701313463,4,11,-0.2756852033521451,-0.2873076154141813,0.7661042334159129,0.12347229022633952,461587,False,426.0,0.5,0.21977296726504753,0.09670010559662093,3.9915522703273503,0.0,player history,1.3875,6.313333333333333,0.6105,6.313333333333333,25.200000000000003,6.313333333333333,5.15,5.15,0.5,81.38921568627453,,,
Davies,DEF,Tottenham,4.0,0.9,3,1.705,,1.705,model,2.572,0.012,0.498,0.0,1.0,6.358,Nott'm Forest,0,1.2589736267193785,1.4395648243147896,-0.07796460427186737,-0.016886877012869297,12,10,-0.08276055477367329,-0.09297374902858409,0.8737051492622062,0.23703088631954425,115556,False,801.0,0.596078431372549,0.1078509082340195,0.04094949978331528,3.5319609967497283,0.0,player history,0.995463883,9.23,0.37796388300000006,9.23,32.599999999999994,9.23,7.6,5.15,0.28,87.7189781021898,,,
