display_name,unique_label,team,pos,cost,own,player_code,full_name,team_code,name_ambiguous,player,cold_start,model_total,model_gw1_6,value_per_m,model_gw1,model_gw2,model_gw3,model_gw4,model_gw5,model_gw6,model_gw7,model_gw8,model_gw9,model_gw10,ffs_total,ffs_value_per_m,ffs_gw1,ffs_gw2,ffs_gw3,ffs_gw4,ffs_gw5,ffs_gw6,ffs_minus_model_1_6,solio_gw1,ffs_matched,model_attack_pts,model_cs_pts,model_defcon_pts,model_sd_mean,model_p95_mean,p_start_prior,exp_minutes,exp_minutes_src,minutes_prior,npxgi_rate90,xa_rate90,defcon_rate90,pen_xg90,pen_order,fk_order,corner_order,pl_apps,pl_minutes,pl_xg,pl_xa,pl_xg90,pl_xa90,pl_shots,pl_goals,pl_assists,xi_starts,xi_sheets,xi_rate,pre_minutes,pre_apps,pre_mean_minutes,pre_xg,pre_xa,own_att_strength,own_def_strength,own_att_rank,own_def_rank,own_market_z,own_blended_elo,title_odds_dec,releg_odds_dec,xga_env,ppda_2627,press_factor,promoted,ffs_price
Barnes,Barnes (NEW),Newcastle,MID,6.0,1.1,201666,Harvey Barnes,NEW,False,Barnes,False,25.05,16.27,4.175,2.32,3.87,2.27,2.14,3.22,2.45,2.35,2.08,2.32,2.01,19.02,3.17,3.2,2.89,3.31,2.81,3.81,3.0,2.75,,True,23.867,1.127,0.056,3.3358,9.3871,0.3612288906174958,81.06024464831805,player history,2828.5,0.4625816206315696,0.1402312547521854,5.238124350431009,0.0,,,,37.0,1951.0,6.75,2.71826218,0.3113787801127627,0.1253939498718606,57.0,7.0,1.0,19.0,38.0,0.5,348.0,5.0,69.6,1.8499999999999999,0.9199999999999999,0.0770729134891279,-0.0857761118046507,10,16,0.4131237756486222,1838.0,34.0,11.0,1.387198849514487,10.0,1.1934362314133091,0,6.0
Justin,Justin (LEE),Leeds,DEF,4.5,0.9,220627,James Justin,LEE,False,Justin,False,24.97,15.379999999999999,5.5488888888888885,2.41,3.41,2.34,2.73,2.7,1.79,2.18,2.46,2.16,2.8,16.310000000000002,3.624444444444445,2.97,3.33,2.52,2.96,2.96,1.57,0.9300000000000033,,True,13.294999999999998,6.923,4.752,3.0463,8.311800000000002,0.577562335396621,87.33213429256594,player history,3353.0,0.1111701538993542,0.0479048988491087,9.164923829227009,0.0,,,,30.0,1893.0,1.83,1.17172079,0.08700475435816164,0.055707803011093494,21.0,2.0,1.0,21.0,36.0,0.5833333333333334,283.0,4.0,70.75,0.0,0.0,-0.0142035236369779,-0.0754441195474228,11,15,-1.013737187036834,1797.0,1001.0,7.5,1.5188598248684002,12.5,0.9692268750094524,0,4.5
Roefs,Roefs (SUN),Sunderland,GK,5.0,4.1,498016,Robin Roefs,SUN,False,Roefs,False,24.86,14.65,4.9719999999999995,3.09,2.84,2.23,2.15,1.62,2.72,2.12,2.84,2.84,2.39,19.369999999999997,3.8739999999999997,3.51,3.62,3.09,3.0,2.81,3.34,4.719999999999997,,True,13.782,11.078,0.0,2.4704,6.51,0.8664351538526669,89.98599508599509,player history,3150.0,0.0060330715636363,0.0068524490406948,2.8,0.0,,,,35.0,3150.0,0.0,0.15129924,0.0,0.004322835428571429,0.0,0.0,0.0,35.0,35.0,1.0,,,,,,-0.1595957595248902,0.0430015486157864,17,4,-1.090859547158444,1736.0,1001.0,5.0,1.3598200174861137,13.0,0.9373583103653522,0,5.0
Dalot,Dalot (MUN),Man United,DEF,5.0,2.6,216051,Diogo Dalot Teixeira,MUN,False,Dalot,False,24.82,16.189999999999998,4.964,3.0,4.39,2.22,1.83,2.12,2.63,2.14,2.28,1.82,2.39,20.43,4.086,4.22,4.12,3.13,2.73,3.12,3.11,4.240000000000002,,True,15.247,7.715,1.858,3.2359,8.883799999999999,0.5372285970736791,87.77720739219713,player history,4015.5,0.1462406308681045,0.0881284033128202,6.9503458474455,0.0,,,,35.0,2609.0,1.9,2.52008647,0.06554235339210425,0.0869328410502108,24.0,1.0,6.0,30.0,35.0,0.8571428571428571,134.0,3.0,44.666666666666664,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,5.0
Ødegaard,Ødegaard (ARS),Arsenal,MID,6.5,10.8,184029,Martin Ødegaard,ARS,False,Ødegaard,False,24.51,15.01,3.770769230769231,2.54,3.83,2.2,2.09,2.0,2.35,2.1,2.22,2.1,3.06,22.919999999999998,3.526153846153846,4.7,3.36,3.66,3.66,3.48,4.06,7.909999999999998,,True,21.877000000000002,2.169,0.46399999999999997,3.2453000000000003,9.299900000000001,0.3239157170775149,86.08316498316499,player history,2527.0,0.3439484486193535,0.2383694218956358,7.102360918225635,0.0,3.0,,4.0,26.0,1363.0,1.25,3.36423003,0.08253851797505503,0.22214284864269992,22.0,1.0,7.0,16.0,25.0,0.64,162.0,3.0,54.0,0.85,0.09,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,6.5
Sels,Sels (NFO),Nott'm Forest,GK,5.0,1.6,85633,Matz Sels,NFO,False,Sels,False,24.12,15.360000000000001,4.824,2.58,2.32,2.67,2.24,3.08,2.47,2.07,2.77,1.96,1.94,19.29,3.8579999999999997,3.45,2.83,3.22,2.98,3.73,3.08,3.929999999999998,,True,13.419,10.701,0.0,2.5387999999999997,6.51,0.824803097417708,89.98938547486033,player history,4377.0,0.0058550714658508,0.0023305433135986,2.211146988628387,0.0,,,,31.0,2667.0,0.0,0.09413052,0.0,0.003176507986501687,0.0,0.0,0.0,30.0,34.0,0.8823529411764706,90.0,1.0,90.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.0
Fernandes,Fernandes (TOT),Tottenham,MID,6.0,1.7,551226,Mateus Fernandes,TOT,False,Fernandes,False,23.62,14.47,3.936666666666667,2.21,3.33,2.23,2.31,2.29,2.1,2.49,2.11,2.32,2.23,22.000000000000004,3.6666666666666674,3.73,3.91,3.49,3.91,3.68,3.28,7.530000000000003,,True,16.648000000000003,1.389,5.583,2.6452,8.0821,0.5731209047701777,86.17001795332136,player history,4476.5,0.1843512838947569,0.1004013649470014,10.712036609429449,0.0,,,,36.0,3017.0,1.94,3.0223621,0.057872058336095454,0.09015995657938349,28.0,3.0,4.0,35.0,36.0,0.9722222222222222,73.0,2.0,36.5,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,6.0
Ajer,Ajer (BRE),Brentford,DEF,4.5,3.8,191866,Kristoffer Ajer,BRE,False,Ajer,False,23.57,14.35,5.237777777777778,2.37,3.69,2.34,1.84,2.11,2.0,2.12,2.77,2.37,1.96,17.23,3.828888888888889,3.32,2.99,3.58,2.7,2.44,2.2,2.880000000000001,,True,12.62,6.716,4.234,3.0107,8.411800000000001,0.4064328804190805,86.03211009174314,player history,2525.5,0.0825199016806928,0.0307890373846545,9.902817085099445,0.0,,,,32.0,1805.0,0.76,0.70782828,0.03789473684210526,0.03529337684210526,10.0,0.0,2.0,20.0,35.0,0.5714285714285714,71.0,1.0,71.0,0.0,0.0,0.1430094199147795,-0.010658247439459,7,9,-0.3895837925260162,1837.0,251.0,11.0,1.3527334738773589,13.0,0.9307068915414188,0,4.5
Wharton,Wharton (CRY),Crystal Palace,MID,5.5,0.9,496221,Adam Wharton,CRY,False,Wharton,False,23.54,14.49,4.28,2.18,3.05,2.21,2.61,2.18,2.26,2.09,2.46,2.23,2.29,18.76,3.410909090909091,3.16,2.93,2.96,3.57,2.95,3.19,4.270000000000001,,True,18.683999999999997,1.658,3.198,2.6847000000000003,8.1297,0.6122854564262221,83.0016990291262,player history,3215.0,0.2840103736639556,0.2128094326821716,10.385625364715038,0.0,,,1.0,34.0,2552.0,1.51,7.4305261400000004,0.053252351097178685,0.26204833565830726,30.0,1.0,6.0,29.0,34.0,0.8529411764705882,61.0,1.0,61.0,0.03,0.02,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,5.5
Sessegnon,Sessegnon (FUL),Fulham,DEF,4.5,0.4,184349,Ryan Sessegnon,FUL,False,Sessegnon,False,23.52,13.19,5.226666666666667,2.14,2.07,2.41,1.9,2.09,2.58,3.32,2.48,2.02,2.51,8.46,1.8800000000000001,1.42,1.28,1.54,1.06,1.36,1.8,-4.729999999999999,,True,14.591,5.884,3.045,3.4061,9.2117,0.4564401688516291,83.92446808510638,player history,2106.0,0.2105478741486068,0.0902522193995397,10.3828185829224,0.0,,,,28.0,1816.0,1.6,1.69202543,0.07929515418502203,0.08385588584801762,16.0,3.0,3.0,19.0,27.0,0.7037037037037037,61.0,1.0,61.0,0.0,0.0,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,4.5
Tete,Tete (FUL),Fulham,DEF,4.5,0.3,167074,Kenny Tete,FUL,False,Tete,False,23.36,13.060000000000002,5.191111111111111,2.06,2.06,2.41,1.86,2.12,2.55,3.2,2.49,2.07,2.53,3.78,0.84,0.72,0.6,0.68,0.47,0.58,0.73,-9.280000000000003,,True,13.110000000000001,7.333,2.917,3.1504000000000003,8.4745,0.6043150665422345,87.77377521613833,player history,2680.5,0.1137355720874973,0.0557061230454962,9.024748966331954,0.0,,,,26.0,1791.0,0.94,1.45343405,0.04723618090452261,0.07303688693467338,16.0,1.0,0.0,21.0,28.0,0.75,15.0,1.0,15.0,0.0,0.0,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,4.5
A.Becker,A.Becker (LIV),Liverpool,GK,5.5,3.7,116535,Alisson Becker,LIV,False,A.Becker,False,23.33,14.510000000000002,4.241818181818181,2.42,2.78,2.96,2.62,1.9,1.83,1.88,2.52,1.98,2.44,21.61,3.929090909090909,3.43,3.79,3.83,3.91,3.4,3.25,7.099999999999998,,True,13.460999999999999,9.869,0.0,2.505,6.51,0.848239229075713,89.8671772428884,player history,3594.5,0.0051795839707122,0.0007397372392717,2.080188679245283,0.0,,,,26.0,2340.0,0.0,0.04335076,0.0,0.0016673369230769232,0.0,0.0,0.0,26.0,26.0,1.0,45.0,1.0,45.0,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,5.5
Van de Ven,Van de Ven (TOT),Tottenham,DEF,5.0,4.4,491279,Micky van de Ven,TOT,False,Van de Ven,False,23.12,13.91,4.6240000000000006,1.93,3.24,2.24,2.43,2.35,1.72,2.77,1.77,2.55,2.12,7.49,1.498,0.0,0.0,0.0,1.99,3.1,2.4,-6.42,,True,12.218,6.2170000000000005,4.685,3.0088999999999997,8.311800000000002,0.5443495266457604,88.90837104072398,player history,3550.0,0.0914193071215971,0.016628123367627,7.617863842914912,0.0,,,,35.0,3041.0,2.52,0.37635224,0.07458073002301874,0.011138343176586648,16.0,4.0,1.0,35.0,36.0,0.9722222222222222,,,,,,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,5.0
Gravenberch,Gravenberch (LIV),Liverpool,MID,6.0,2.0,441266,Ryan Gravenberch,LIV,False,Gravenberch,False,22.94,14.4,3.8233333333333337,2.35,3.08,2.48,2.31,2.12,2.06,2.11,2.25,2.02,2.16,19.840000000000003,3.306666666666667,3.25,3.5,3.43,3.46,3.19,3.01,5.440000000000003,,True,19.125000000000004,1.734,2.081,2.3738,7.4925,0.7582213604273034,86.757848324515,player history,4575.0,0.1385058192570194,0.080122904262812,8.875491813681938,0.0,,,,36.0,2991.0,1.9,2.26216599,0.05717151454363089,0.06806918726178536,38.0,5.0,5.0,34.0,36.0,0.9444444444444444,194.0,3.0,64.66666666666667,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,6.0
Kluivert,Kluivert (BOU),Bournemouth,MID,6.0,1.2,222683,Justin Kluivert,BOU,False,Kluivert,False,22.93,14.069999999999999,3.8216666666666668,1.81,3.46,2.28,2.24,2.28,2.0,2.23,1.99,2.27,2.37,22.189999999999998,3.698333333333333,3.13,4.21,3.7,4.23,3.65,3.27,8.12,,True,21.424,1.29,0.216,2.9964,8.558000000000002,0.432979387095499,77.43510638297872,player history,2123.0,0.3436811328625933,0.1568436349965732,6.830917874396135,0.0,2.0,2.0,3.0,21.0,945.0,2.33,1.54783234,0.2219047619047619,0.1474126038095238,17.0,2.0,0.0,10.0,21.0,0.47619047619047616,46.0,1.0,46.0,0.0,0.0,0.1506897455710198,-0.0576312175215828,6,14,-0.3357978660576632,1872.0,251.0,15.0,1.5252296038761777,10.0,1.1669618261656498,0,6.0
Silva,Silva (BOU),Bournemouth,DEF,5.0,0.3,483067,António João Pereira de Albuquerque Tavares da Silva,BOU,False,Silva,True,22.91,13.979999999999999,4.582,1.59,4.11,2.26,2.15,2.09,1.78,2.45,1.67,2.32,2.48,15.940000000000001,3.188,2.16,3.34,2.72,3.14,2.57,2.01,1.9600000000000026,,True,12.556999999999999,6.041,4.312,3.5037999999999996,8.3656,0.4226128778959441,87.5,positional fallback,0.0,0.1092948469717025,0.054907706709325,8.421520428158146,0.0,,,,,,,,,,,,,,,,,,,,,0.1506897455710198,-0.0576312175215828,6,14,-0.3357978660576632,1872.0,251.0,15.0,1.5252296038761777,10.0,1.1669618261656498,0,5.0
Aaronson,Aaronson (LEE),Leeds,MID,5.5,0.9,427637,Brenden Aaronson,LEE,False,Aaronson,False,22.66,13.9,4.12,2.1,3.25,2.07,2.47,2.25,1.76,2.18,2.11,2.1,2.38,15.25,2.772727272727273,2.69,2.97,2.35,2.65,2.69,1.9,1.3499999999999996,,True,20.432,1.558,0.67,2.7386,8.374500000000001,0.5785814227575481,79.54510385756676,player history,2449.0,0.2942329371415612,0.1282005507962829,8.00080632968805,0.0,,3.0,,37.0,2449.0,4.51,3.60026059,0.1657411188240098,0.1323084741118824,41.0,4.0,8.0,30.0,38.0,0.7894736842105263,176.0,4.0,44.0,0.0,0.0,-0.0142035236369779,-0.0754441195474228,11,15,-1.013737187036834,1797.0,1001.0,7.5,1.5188598248684002,12.5,0.9692268750094524,0,5.5
Wood,Wood (NFO),Nott'm Forest,FWD,6.0,1.7,60689,Chris Wood,NFO,False,Wood,False,22.54,13.790000000000001,3.7566666666666664,2.36,1.78,2.53,2.23,2.72,2.17,1.95,2.47,2.23,2.09,13.599999999999998,2.266666666666666,2.42,1.92,2.32,2.04,2.69,2.21,-0.19000000000000306,,True,22.54,0.0,0.0,3.2714,8.2686,0.575681358188194,81.1460843373494,player history,2384.0,0.4096660274860739,0.0440912910309989,3.450735621934909,0.1,1.0,,,15.0,896.0,4.26,0.31730943,0.42790178571428567,0.03187259899553571,22.0,3.0,0.0,11.0,15.0,0.7333333333333333,10.0,2.0,10.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,6.0
Bruno G.,Bruno G. (ARS),Arsenal,MID,7.0,3.2,208706,Bruno Guimarães Rodriguez Moura,ARS,False,Bruno G.,False,22.31,12.969999999999999,3.187142857142857,2.52,1.86,2.15,2.13,1.95,2.36,2.02,2.24,2.07,3.03,16.59,2.37,3.66,2.45,2.57,2.6,2.48,2.83,3.620000000000001,,True,19.230999999999998,2.343,0.736,3.309,9.2372,0.5424905234029245,86.9955512572534,player history,4097.0,0.2938044051435673,0.1567229246735482,7.4743615523828675,0.0,4.0,,5.0,29.0,2456.0,5.6521,4.5495483,0.20712092833876222,0.16671797516286643,42.0,9.0,7.0,27.0,30.0,0.9,90.0,2.0,45.0,0.04,0.01,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,7.0
Struijk,Struijk (BHA),Brighton,DEF,5.0,0.2,222694,Pascal Struijk,BHA,False,Struijk,False,22.31,13.64,4.462,2.38,1.91,2.45,2.58,1.96,2.36,2.63,2.05,1.64,2.36,10.639999999999999,2.1279999999999997,0.5,1.58,2.44,2.27,1.7,2.15,-3.0000000000000018,,True,11.887999999999998,6.871,3.551,3.1601,8.311800000000002,0.6923244982070561,89.40981432360743,player history,2935.0,0.1173926860873306,0.0333906434302226,9.704009464400944,0.0,,,,34.0,2935.0,3.08,0.77998887,0.09444633730834752,0.023917886984667798,31.0,0.0,1.0,33.0,36.0,0.9166666666666666,,,,,,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,5.0
E. Martinez (AVL),E. Martinez (AVL),Aston Villa,GK,5.0,4.2,98980,Emiliano Martínez Romero,AVL,True,Martinez,False,22.22,14.23,4.444,2.28,1.83,3.12,2.48,2.29,2.23,2.16,1.8,2.43,1.6,9.04,1.8079999999999998,1.33,1.33,1.71,1.62,1.38,1.67,-5.190000000000001,,True,12.424999999999999,9.795,0.0,2.4267,6.51,0.7551896887210209,89.98938547486033,player history,4432.5,0.0038733353702468,0.0030907820699676,2.179640718562874,0.0,,,,32.0,2835.0,0.0,0.11164749,0.0,0.003544364761904762,0.0,0.0,1.0,32.0,32.0,1.0,,,,,,0.0916761005372474,-0.0195020800368329,8,11,0.667472079995315,1921.0,26.0,26.0,1.4559886468855003,12.45,0.9473005095465162,0,5.0
Greaves,Greaves (IPS),Ipswich,DEF,4.0,1.5,449429,Jacob Greaves,IPS,False,Greaves,False,21.98,13.209999999999999,5.495,2.38,2.21,1.98,2.2,2.1,2.34,1.5,2.35,2.76,2.17,14.71,3.6775,3.17,1.86,2.26,2.36,2.39,2.67,1.5000000000000018,,True,9.887,4.969,7.124,2.7960000000000003,8.158000000000001,0.6923464968100435,89.19491525423729,player history,1102.5,0.0744708423326133,0.0210847700534759,8.59,0.0,,,,,,,,,,,,,,,,126.0,2.0,63.0,0.0,0.0,-0.2918528340454071,-0.2856043837956666,19,19,-1.3315882955947056,1640.0,1001.0,1.85,1.8535840736204665,13.0,0.9266892410460464,1,4.0
Castagne,Castagne (FUL),Fulham,DEF,4.5,0.4,166477,Timothy Castagne,FUL,False,Castagne,False,21.93,12.989999999999998,4.873333333333333,1.73,3.53,2.13,1.61,1.79,2.2,2.78,2.18,1.78,2.19,13.489999999999998,2.9977777777777774,2.29,2.38,2.63,1.67,2.04,2.48,0.5,,True,13.201,7.051,1.678,2.8904,7.7208,0.4790717472265483,88.06475903614458,player history,2659.5,0.1108167899092252,0.0674118976846413,7.741237312090454,0.0,,,,33.0,1838.0,1.42,1.39313667,0.06953210010881393,0.06821670310119696,13.0,0.0,2.0,20.0,38.0,0.5263157894736842,165.0,2.0,82.5,0.0,0.0,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,4.5
Eze,Eze (ARS),Arsenal,MID,6.5,1.9,232413,Eberechi Eze,ARS,False,Eze,False,21.79,12.67,3.352307692307692,2.48,1.83,2.17,2.02,1.9,2.27,1.95,2.19,1.99,2.98,4.4,0.676923076923077,1.07,0.61,0.63,0.65,0.65,0.79,-8.27,,True,20.026,1.647,0.11699999999999999,3.4965,9.4999,0.3531134565529539,81.44424083769634,player history,3185.0,0.3956976768753751,0.1351197976255495,6.183076439131803,0.0,,3.0,,33.0,1885.0,5.1,2.64200545,0.24350132625994694,0.12614349628647217,60.0,7.0,3.0,22.0,37.0,0.5945945945945946,38.0,2.0,19.0,0.0,0.0,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,6.5
De Cuyper,De Cuyper (BHA),Brighton,DEF,4.6,6.1,465730,Maxim De Cuyper,BHA,False,De Cuyper,False,21.78,13.89,4.734782608695653,2.1,3.45,2.21,2.31,1.73,2.09,2.34,1.85,1.55,2.17,19.09,4.15,3.91,2.57,3.99,3.53,2.36,2.73,5.199999999999999,,True,16.029,5.3260000000000005,0.425,3.0529,8.1973,0.2100164385615085,82.35875706214689,player history,1404.0,0.3222079785201149,0.2345052653012259,5.947485632183907,0.0,,4.0,2.0,34.0,1404.0,1.82,4.11590723,0.11666666666666667,0.2638402070512821,13.0,2.0,3.0,17.0,36.0,0.4722222222222222,96.0,2.0,48.0,0.0,0.0,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,4.5
Barry,Barry (EVE),Everton,FWD,5.5,2.2,586309,Thierno Barry,EVE,False,Barry,False,21.75,13.86,3.9545454545454546,1.97,3.33,1.98,1.97,2.28,2.33,2.04,1.54,1.98,2.31,16.08,2.9236363636363634,3.11,2.51,2.46,2.33,2.97,2.7,2.219999999999999,,True,21.747,0.0,0.003,2.8566,7.353,0.3705807500018568,79.13157894736842,player history,1898.0,0.4124708255723758,0.0367759581632415,3.710121356186664,0.0,2.0,,,38.0,1898.0,8.2,0.46628352,0.3888303477344573,0.022110388198103268,38.0,8.0,0.0,21.0,38.0,0.5526315789473685,181.0,4.0,60.333333333333336,0.28,0.13,-0.0485965292955978,-0.0016800106760029,14,8,-0.3604498186276618,1803.0,251.0,13.0,1.3469411290581967,14.0,0.8592747333873535,0,5.5
Amenda,Amenda (COV),Coventry,DEF,4.0,0.9,539142,Aurèle Amenda,COV,False,Amenda,True,21.72,13.320000000000002,5.43,1.57,4.04,1.44,2.12,1.93,2.22,1.96,2.18,2.34,1.93,16.43,4.1075,1.93,4.0,1.96,2.93,2.58,3.03,3.1099999999999977,,True,10.276,5.631,5.813,2.9634,8.011800000000001,0.5200857178054814,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,90.0,1.0,90.0,0.0,0.0,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,4.0
Rashford,Rashford (MUN),Man United,MID,7.0,1.7,176297,Marcus Rashford,MUN,False,Rashford,False,21.7,14.3,3.1,2.31,4.77,1.81,1.68,1.68,2.05,1.71,1.97,1.78,1.94,0.77,0.11,0.14,0.12,0.11,0.12,0.13,0.15,-13.530000000000001,,True,20.058999999999997,1.036,0.605,3.3374,9.1239,0.2458741871829458,78.63543307086614,player history,713.0,0.3990963463788844,0.1859043890805764,8.4,0.0,,,,,,,,,,,,,,,,29.0,1.0,29.0,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,7.0
Reinildo,Reinildo (SUN),Sunderland,DEF,4.5,0.5,434399,Reinildo Mandava,SUN,False,Reinildo,False,21.5,13.090000000000002,4.777777777777778,2.41,3.2,1.91,1.86,1.48,2.23,1.83,2.28,2.28,2.02,15.329999999999998,3.4066666666666663,3.21,3.08,2.4,2.12,1.76,2.76,2.2399999999999967,,True,10.884,6.86,3.756,2.683,8.1118,0.6349959260557395,87.70599250936328,player history,1966.0,0.0491612245717409,0.0292429790984769,8.612544040821286,0.0,,,,25.0,1966.0,0.13999999999999999,0.67316203,0.006408952187182095,0.030816166174974565,4.0,0.0,2.0,23.0,25.0,0.92,45.0,1.0,45.0,0.0,0.0,-0.1595957595248902,0.0430015486157864,17,4,-1.090859547158444,1736.0,1001.0,5.0,1.3598200174861137,13.0,0.9373583103653522,0,4.5
Damsgaard,Damsgaard (BRE),Brentford,MID,5.5,0.6,440089,Mikkel Damsgaard,BRE,False,Damsgaard,False,21.46,12.559999999999999,3.901818181818182,2.3,1.8,2.12,2.06,2.26,2.02,2.24,2.56,2.16,1.95,8.17,1.4854545454545454,1.27,1.25,1.46,1.36,1.39,1.44,-4.389999999999999,,True,17.982000000000003,1.301,2.177,2.903,8.3656,0.5127604204458496,82.36398210290828,player history,3509.0,0.3226242149653376,0.213763622127747,10.252026788861471,0.0,,3.0,3.0,33.0,2046.0,2.6100000000000003,5.26929202,0.11480938416422289,0.23178703900293254,29.0,4.0,4.0,24.0,35.0,0.6857142857142857,19.0,1.0,19.0,0.0,0.01,0.1430094199147795,-0.010658247439459,7,9,-0.3895837925260162,1837.0,251.0,11.0,1.3527334738773589,13.0,0.9307068915414188,0,5.5
Araujo,Araujo (LIV),Liverpool,DEF,5.5,2.7,445087,Ronald Araujo,LIV,False,Araujo,True,21.43,13.02,3.8963636363636365,2.23,1.98,2.62,2.37,1.94,1.88,1.99,2.35,1.87,2.2,10.47,1.9036363636363638,1.7,1.94,1.8,1.86,1.61,1.56,-2.549999999999999,,True,12.222999999999999,5.442,3.765,3.7196,8.411800000000001,0.4366734450661373,87.5,positional fallback,0.0,0.1284988437474404,0.0645554389842239,8.421520428158146,0.0,,,,,,,,,,,,,,,,45.0,1.0,45.0,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,5.5
Jay Dasilva (COV),Jay Dasilva (COV),Coventry,DEF,4.0,0.9,173878,Jay Dasilva,COV,True,Dasilva,True,21.4,13.14,5.35,1.51,3.99,1.47,2.08,1.86,2.23,1.92,2.17,2.24,1.92,15.53,3.8825,1.68,3.98,1.72,2.81,2.41,2.93,2.389999999999999,,True,9.966000000000001,5.537,5.896999999999999,2.872,7.958000000000001,0.5200857178054814,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,90.0,1.0,90.0,0.0,0.0,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,4.0
Diop,Diop (IPS),Ipswich,DEF,4.0,17.5,219924,Issa Diop,IPS,False,Diop,False,21.39,12.849999999999998,5.3475,2.34,2.11,1.98,2.13,2.03,2.26,1.49,2.29,2.65,2.11,16.669999999999998,4.1674999999999995,3.5,2.02,2.54,2.69,2.74,3.18,3.8200000000000003,,True,10.644000000000002,4.568,6.178,2.758,8.1118,0.3276705556218161,88.51449275362319,player history,1479.5,0.0783741395550109,0.0104866054454934,8.26928673664122,0.0,,,,20.0,812.0,0.8,0.05284437,0.08866995073891626,0.005857134605911331,2.0,1.0,0.0,8.0,24.0,0.3333333333333333,134.0,2.0,67.0,0.0,0.0,-0.2918528340454071,-0.2856043837956666,19,19,-1.3315882955947056,1640.0,1001.0,1.85,1.8535840736204665,13.0,0.9266892410460464,1,4.0
D. Gomez (BHA),D. Gomez (BHA),Brighton,MID,5.0,3.8,514254,Diego Gómez Amarilla,BHA,True,Gomez,False,21.37,13.450000000000001,4.274,2.05,3.38,2.07,2.25,1.72,1.98,2.14,1.96,1.67,2.17,21.43,4.286,4.06,3.32,4.11,3.75,2.98,3.21,7.979999999999999,,True,19.372000000000003,1.467,0.531,2.7941,8.437700000000001,0.3995661274504538,80.16840390879479,player history,2373.0,0.330111253114805,0.0893261990564368,7.659683771904789,0.0,,5.0,,32.0,2117.0,6.3408,1.60575303,0.2695663675011809,0.06826536263580539,40.0,5.0,1.0,26.0,32.0,0.8125,126.0,2.0,63.0,0.0,0.0,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,5.0
